INSTNM,STABBR,ACCREDAGENCY,MAIN,PREDDEG,CONTROL,LOCALE,CCUGPROF,CCSIZSET,PCTFLOAN,NPT41_PUB,NPT42_PUB,NPT43_PUB,NPT44_PUB,NPT45_PUB,LO_INC_RPY_1YR_RT,MD_INC_RPY_1YR_RT,HI_INC_RPY_1YR_RT,MD_EARN_WNE_P6,COUNT_NWNE_P6,COUNT_WNE_P6
Kenneth Shuler School of Cosmetology-Spartanburg,SC,National Accrediting Commission of Career Arts and Sciences,0,1,3,13,-2,-2,0.6429,,,,,,0.125945,,,16200.00,95,438
Kenneth Shuler School of Cosmetology-Columbia,SC,National Accrediting Commission of Career Arts and Sciences,0,1,3,12,-2,-2,0.6257,,,,,,0.125945,,,16200.00,95,438
Divine Mercy University,VA,Southern Association of Colleges and Schools Commission on Colleges,1,4,2,12,0,18,,,,,,,,,,,,
Lincoln Technical Institute-Shelton,CT,Accrediting Commission of Career Schools and Colleges,0,1,3,21,-2,-2,0.7365,,,,,,0.224158,0.405477,0.631879,29500.00,354,2441
Northwest Career College,NV,Accrediting Bureau of Health Education Schools,1,1,3,11,4,2,0.8083,,,,,,0.341463,,,22300.00,52,132
Soma Institute-The National School of Clinical Massage Therapy,IL,Accrediting Council for Continuing Education & Training,1,1,3,11,-2,-2,0.6553,,,,,,0.346847,0.572519,0.596491,23400.00,57,335
American Academy of Acupuncture and Oriental Medicine,MN,Accrediting Commission for Acupuncture and Oriental Medicine,1,4,3,21,0,18,,,,,,,,,,,,
Arizona School of Acupuncture and Oriental Medicine,AZ,Accrediting Commission for Acupuncture and Oriental Medicine,1,4,3,11,0,18,,,,,,,,,,,,
Ave Maria University,FL,Southern Association of Colleges and Schools Commission on Colleges,1,3,2,42,13,11,0.5149,,,,,,0.316940,0.500000,0.638655,29800.00,71,241
CALC Institute of Technology,IL,Council on Occupational Education,1,1,3,23,-2,-2,0.5701,,,,,,0.239130,,,17700.00,27,186
Cambridge Junior College-Yuba City,CA,Accrediting Commission of Career Schools and Colleges,1,1,3,13,3,1,0.5022,,,,,,0.234201,,,19600.00,68,170
Cambridge Institute of Allied Health & Technology,FL,Accrediting Bureau of Health Education Schools,1,1,3,21,-2,-2,0.1967,,,,,,0.218182,,,20000.00,45,189
Career Care Institute,CA,Council on Occupational Education,1,1,3,21,-2,-2,0.8836,,,,,,0.217247,0.370588,0.551020,23900.00,102,447
ATA Career Education,FL,Accrediting Bureau of Health Education Schools,0,1,3,22,4,1,0.9482,,,,,,0.192222,0.268421,0.584906,25600.00,87,577
Career Quest Learning Centers-Lansing,MI,Council on Occupational Education,1,1,3,12,4,1,0.5298,,,,,,0.125394,0.268398,0.384615,17000.00,110,454
Community Christian College,CA,Transnational Association of Christian Colleges and Schools,1,2,2,13,1,1,0.0213,,,,,,0.326087,,,,,
Culpeper Cosmetology Training Center,VA,National Accrediting Commission of Career Arts and Sciences,1,1,1,32,-2,-2,0.7551,10401,13435,13790,14153,,,,,,,
Eastern School of Acupuncture and Traditional Medicine,NJ,Accrediting Commission for Acupuncture and Oriental Medicine,1,1,3,21,-2,-2,0.6429,,,,,,,,,,,
Ecclesia College,AR,Association for Bibical Higher Educaiton,1,3,2,41,13,8,0.5433,,,,,,0.315789,,,,,
Employment Solutions-College for Technical Education,KY,Council on Occupational Education,1,1,2,11,-2,-2,0.9856,,,,,,0.058824,,,12800.00,45,147
Estelle Medical Academy,IL,Accrediting Bureau of Health Education Schools,1,1,3,13,-2,-2,0.7442,,,,,,0.642384,,,22200.00,43,161
Evergreen Beauty and Barber College-Everett,WA,National Accrediting Commission of Career Arts and Sciences,1,1,3,12,-2,-2,0.7122,,,,,,0.470899,,,18700.00,43,129
Paul Mitchell the School-Great Lakes,MI,National Accrediting Commission of Career Arts and Sciences,1,1,3,23,-2,-2,0.6364,,,,,,0.369863,,,13100.00,31,102
Healthcare Training Institute,NJ,Accrediting Commission of Career Schools and Colleges,1,1,3,21,-2,-2,0.7911,,,,,,0.276382,0.355263,0.541667,25900.00,33,190
John D Rockefeller IV Career Center,WV,Council on Occupational Education,1,1,1,41,-2,-2,0.7500,9987,,,,,,,,,,
Los Angeles College of Music,CA,National Association of Schools of Music,1,2,3,12,11,6,0.1277,,,,,,0.454545,,,,,
Maple Springs Baptist Bible College and Seminary,MD,Transnational Association of Christian Colleges and Schools,1,3,2,21,5,6,0.0000,,,,,,,,,,,
Precision Manufacturing Institute,PA,Accrediting Commission of Career Schools and Colleges,1,1,2,32,-2,-2,0.5429,,,,,,0.457143,,,40900.00,,
Rosslyn Training Academy of Cosmetology,PR,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.0000,,,,,,,,,,,
SAE Institute of Technology-Nashville,TN,Accrediting Commission of Career Schools and Colleges,1,2,3,11,4,1,0.6979,,,,,,0.284404,0.400000,0.685714,25400.00,27,155
eClips School of Cosmetology and Barbering,MO,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.0000,,,,,,0.087629,,,12500.00,26,67
Southern Technical College,FL,Accrediting Commission of Career Schools and Colleges,1,1,3,21,4,2,0.7533,,,,,,0.100324,,,19600.00,148,627
Stanbridge University,CA,Accrediting Commission of Career Schools and Colleges,1,2,3,11,12,9,0.8755,,,,,,0.412037,0.483333,0.694444,40400.00,53,338
Universal Career School,FL,Council on Occupational Education,1,1,3,21,-2,-2,0.8432,,,,,,,,,11100.00,72,146
Universal College of Healing Arts,NE,Accrediting Bureau of Health Education Schools,1,1,3,11,-2,-2,0.6739,,,,,,,,,,,
Uta Mesivta of Kiryas Joel,NY,Association of Advanced Rabbinical and Talmudic Schools,1,3,2,21,11,10,0.0000,,,,,,,,,14800.00,167,487
Harrisburg University of Science and Technology,PA,Middle States Commission on Higher Education,1,3,2,13,10,14,0.7132,,,,,,0.309524,0.390244,0.642857,27200.00,,
Stevens-Henager College,UT,Accrediting Commission of Career Schools and Colleges,0,3,2,13,10,6,0.6944,,,,,,0.114178,0.231021,0.391429,24200.00,651,3111
Blue Ridge Community and Technical College,WV,Higher Learning Commission,1,2,1,41,1,3,0.1769,6465,5951,6536,8679,10014,0.161689,0.329082,0.493902,26200.00,97,588
Chambersburg Beauty School,PA,National Accrediting Commission of Career Arts and Sciences,0,1,3,13,-2,-2,0.8426,,,,,,0.135484,,,14500.00,123,340
Daytona College,FL,Accrediting Commission of Career Schools and Colleges,1,1,3,13,4,1,0.8753,,,,,,0.175115,,,15800.00,31,100
Delta Technical College,MS,Accrediting Commission of Career Schools and Colleges,0,1,3,21,-2,-2,0.8807,,,,,,0.236147,0.427892,0.753012,22400.00,292,1612
United States University,CA,Western Association of Schools and Colleges Senior Colleges and University Commission,1,3,3,11,11,6,0.0000,,,,,,0.356522,0.383721,0.562500,50200.00,,
Empire Beauty School-Avondale,AZ,National Accrediting Commission of Career Arts and Sciences,0,1,3,22,-2,-2,0.5213,,,,,,0.154780,0.259494,0.425000,16200.00,104,398
Empire Beauty School-Littleton,CO,National Accrediting Commission of Career Arts and Sciences,0,1,3,21,-2,-2,0.4911,,,,,,0.196095,0.295681,0.466667,16100.00,318,1013
Empire Beauty School-Aurora,CO,National Accrediting Commission of Career Arts and Sciences,0,1,3,11,-2,-2,0.5979,,,,,,0.196095,0.295681,0.466667,16100.00,318,1013
AmeriTech College-Draper,UT,Accrediting Bureau of Health Education Schools,0,2,3,21,11,6,0.7953,,,,,,0.165007,0.398305,0.717949,43900.00,46,370
Platt College-Moore,OK,Accrediting Commission of Career Schools and Colleges,0,1,3,21,4,1,0.6735,,,,,,0.303289,0.383978,0.538462,26200.00,358,1854
Universal Technical Institute of Massachusetts Inc,MA,Accrediting Commission of Career Schools and Colleges,0,1,3,21,-2,-2,0.5554,,,,,,0.349181,0.498410,0.676223,35000.00,965,10064
Eagle Gate College-Layton,UT,Accrediting Bureau of Health Education Schools,0,1,3,21,5,6,0.6747,,,,,,0.173675,0.318885,0.400000,24600.00,199,1018
Carsten Institute of Cosmetology,NY,National Accrediting Commission of Career Arts and Sciences,1,1,3,11,-2,-2,0.4581,,,,,,0.411043,0.475410,0.566667,23000.00,60,202
Academy of Hair Design-Jasper,TX,National Accrediting Commission of Career Arts and Sciences,0,1,3,33,-2,-2,0.5893,,,,,,0.196078,,,14300.00,65,133
SAE Expression College,CA,Accrediting Commission of Career Schools and Colleges,1,3,3,21,11,6,0.6667,,,,,,0.377049,0.405797,0.492857,32100.00,88,528
Unitech Training Academy-West Monroe,LA,Council on Occupational Education,0,1,3,22,-2,-2,0.8122,,,,,,0.444030,0.542373,0.658537,16100.00,187,864
New River Community and Technical College,WV,Higher Learning Commission,1,2,1,23,3,2,0.2210,7985,8607,9351,10835,,0.177728,0.362745,0.434343,20400.00,354,1048
The College of Health Care Professions-Southwest Houston,TX,Accrediting Bureau of Health Education Schools,0,1,3,11,-2,-2,0.7086,,,,,,0.250190,0.395137,0.480519,25400.00,255,1328
United Education Institute-Chula Vista,CA,Accrediting Council for Continuing Education & Training,0,1,3,21,-2,-2,0.7141,,,,,,,,,,,
United Education Institute-West Covina,CA,Accrediting Council for Continuing Education & Training,0,1,3,21,-2,-2,0.8183,,,,,,,,,,,
Georgia Gwinnett College,GA,Southern Association of Colleges and Schools Commission on Colleges,1,3,1,21,7,12,0.4097,11092,11567,14354,16551,16598,0.217542,0.298481,0.431208,32800.00,81,635
Phoenix Institute of Herbal Medicine & Acupuncture,AZ,Accrediting Commission for Acupuncture and Oriental Medicine,1,4,3,11,0,18,,,,,,,,,,,,
Tucson College of Beauty,AZ,National Accrediting Commission of Career Arts and Sciences,1,1,3,11,-2,-2,0.5690,,,,,,0.280000,,,18300.00,,
California Career College,CA,Accrediting Bureau of Health Education Schools,1,2,3,11,0,1,0.8526,,,,,,0.386364,,,40700.00,,
Palladium Technical Academy Inc,CA,Council on Occupational Education,1,1,3,21,-2,-2,0.9130,,,,,,0.294118,,,17900.00,33,108
Palace Beauty College,CA,National Accrediting Commission of Career Arts and Sciences,1,1,3,11,-2,-2,0.2130,,,,,,0.522013,,,15100.00,29,87
National Polytechnic College,CA,Accrediting Commission of Career Schools and Colleges,1,1,3,21,-2,-2,0.4342,,,,,,0.261261,,,17800.00,81,257
American Career College-Ontario,CA,Accrediting Bureau of Health Education Schools,1,1,3,12,4,2,0.5891,,,,,,0.207729,0.376543,0.432749,23400.00,356,1419
Asher College,CA,Accrediting Council for Continuing Education & Training,1,2,3,13,1,1,0.4487,,,,,,0.427027,0.564885,0.684211,30000.00,70,257
American Institute of Massage Therapy,CA,Accrediting Bureau of Health Education Schools,1,1,3,11,-2,-2,0.3714,,,,,,,,,,,
University of East-West Medicine,CA,Accrediting Commission for Acupuncture and Oriental Medicine,1,4,3,12,0,18,,,,,,,,,,,,
Blake Austin College,CA,Council on Occupational Education,1,1,3,23,-2,-2,0.7626,,,,,,0.343849,0.585586,0.666667,28900.00,44,290
Aviator College of Aeronautical Science and Technology,FL,Accrediting Commission of Career Schools and Colleges,1,1,3,41,4,1,0.0730,,,,,,,,,,,
Trendsetters School of Beauty & Barbering,FL,National Accrediting Commission of Career Arts and Sciences,1,1,3,11,-2,-2,0.5510,,,,,,,,,,,
CDA Technical Institute,FL,Accrediting Council for Continuing Education & Training,1,1,3,11,-2,-2,0.7800,,,,,,0.568807,0.707143,0.858491,36800.00,51,345
American Institute of Beauty,FL,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.8834,,,,,,0.101449,,,14000.00,75,184
North Florida Cosmetology Institute Inc,FL,National Accrediting Commission of Career Arts and Sciences,1,1,3,12,-2,-2,0.6121,,,,,,0.106838,,,16400.00,31,84
Florida Academy of Health & Beauty,FL,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.5085,,,,,,,,,14200.00,,
Augusta School of Massage,GA,Accrediting Commission of Career Schools and Colleges,1,1,3,21,-2,-2,0.6333,,,,,,0.206897,,,,,
ATA College,KY,Accrediting Bureau of Health Education Schools,1,2,3,21,4,1,0.9516,,,,,,0.192222,0.268421,0.584906,25600.00,87,577
SUM Bible College and Theological Seminary,CA,Western Association of Schools and Colleges Senior Colleges and University Commission,1,3,2,41,11,6,0.8633,,,,,,0.231788,0.283582,0.500000,23300.00,,
Compass Career College,LA,Council on Occupational Education,1,1,3,23,-2,-2,0.6484,,,,,,0.561644,,,20600.00,,
Hair Expressions Academy,MD,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.7944,,,,,,0.400000,0.491803,0.518519,23100.00,,
Nuvo College of Cosmetology,MI,National Accrediting Commission of Career Arts and Sciences,1,1,3,22,-2,-2,0.3947,,,,,,,,,16900.00,,
WellSpring School of Allied Health-Kansas City,MO,Accrediting Bureau of Health Education Schools,1,1,3,11,4,1,0.8198,,,,,,0.375000,,,21900.00,31,139
Institute of Health & Technology,MS,Accrediting Bureau of Health Education Schools,1,1,3,13,-2,-2,0.4518,,,,,,0.277372,,,,,
The Salon Professional Academy-Fargo,ND,National Accrediting Commission of Career Arts and Sciences,1,1,3,12,-2,-2,0.3988,,,,,,0.516129,,,23300.00,,
Institute of Professional Careers,NV,Accrediting Commission of Career Schools and Colleges,1,1,3,12,-2,-2,0.0000,,,,,,,,,,,
Aveda Institute-New York,NY,National Accrediting Commission of Career Arts and Sciences,1,1,3,11,-2,-2,0.4282,,,,,,0.467742,0.509615,0.732143,23500.00,55,221
MyrAngel Beauty Institute,PR,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.0000,,,,,,,,,13200.00,148,136
Tennessee Career Institute,TN,,1,1,3,32,-2,-2,0.5294,,,,,,0.264368,,,15100.00,34,181
Texas Health School,TX,Council on Occupational Education,1,1,3,11,-2,-2,0.4120,,,,,,0.362500,,,20100.00,41,126
Paul Mitchell the School-Logan,UT,National Accrediting Commission of Career Arts and Sciences,1,1,3,13,-2,-2,0.5682,,,,,,0.388889,,,,,
Careers Unlimited,UT,Accrediting Commission of Career Schools and Colleges,1,3,3,13,0,6,0.7727,,,,,,,,,33100.00,,
Mountainland Technical College,UT,Council on Occupational Education,1,1,1,21,-2,-2,0.0000,,,,,,,,,15500.00,,
Avi Career Training,VA,Council on Occupational Education,1,1,3,21,-2,-2,0.3966,,,,,,0.500000,,,,,
Mountain State School of Massage,WV,Commission on Massage Therapy Accreditation,1,1,3,13,-2,-2,0.5161,,,,,,0.379310,,,,,
Doane University-Graduate and Professional Studies,NE,Higher Learning Commission,0,3,2,11,5,9,0.6137,,,,,,0.466472,0.606299,0.700730,36100.00,32,597
Eastern International College-Belleville,NJ,Accrediting Commission of Career Schools and Colleges,0,2,3,21,6,6,0.7746,,,,,,0.198347,,,20900.00,109,542
Broken Arrow Beauty College,OK,National Accrediting Commission of Career Arts and Sciences,0,1,3,11,-2,-2,0.8947,,,,,,0.304598,0.547170,0.641026,14800.00,37,110
Universal Technical Institute of Northern California Inc,CA,Accrediting Commission of Career Schools and Colleges,0,1,3,11,-2,-2,0.6319,,,,,,0.283015,0.444969,0.624263,31500.00,1390,8622
West Hills College-Lemoore,CA,Western Association of Schools and Colleges Accrediting Commission for Community and Junior Colleges,1,2,1,41,1,3,0.0242,6928,7150,9652,13283,13685,0.123153,,,24000.00,400,1412
Stautzenberger College-Brecksville,OH,Accrediting Commission of Career Schools and Colleges,0,2,3,21,1,1,0.8234,,,,,,0.139344,0.339564,0.500000,22300.00,149,912
Stone Academy-East Hartford,CT,Accrediting Bureau of Health Education Schools,0,1,3,13,-2,-2,0.5870,,,,,,0.208696,0.283105,0.481481,22900.00,187,1124
Unitech Training Academy-Houma,LA,Council on Occupational Education,0,1,3,22,-2,-2,0.8229,,,,,,0.444030,0.542373,0.658537,16100.00,187,864
Rasmussen College-Illinois,IL,Higher Learning Commission,0,2,3,12,5,9,0.8614,,,,,,0.217015,0.387315,0.547684,27500.00,1085,6272
International Institute for Restorative Practices,PA,Middle States Commission on Higher Education,1,4,2,13,0,18,,,,,,,,,,,,
Educational Technical College-Recinto de Coamo,PR,Accrediting Commission of Career Schools and Colleges,0,1,3,31,-2,-2,0.0000,,,,,,,,,12700.00,654,739
CollegeAmerica-Colorado Springs,CO,Accrediting Commission of Career Schools and Colleges,0,2,2,11,10,6,0.4903,,,,,,0.102952,0.191740,0.235294,18600.00,476,1510
CollegeAmerica-Fort Collins,CO,Accrediting Commission of Career Schools and Colleges,0,2,2,12,10,6,0.7937,,,,,,0.102952,0.191740,0.235294,18600.00,476,1510
Automotive Training Center-Warminster,PA,Accrediting Commission of Career Schools and Colleges,0,1,3,21,-2,-2,0.6492,,,,,,0.384196,0.613043,0.741722,30300.00,91,592
Empire Beauty School-Milwaukee,WI,National Accrediting Commission of Career Arts and Sciences,0,1,3,11,-2,-2,0.6766,,,,,,0.154780,0.259494,0.425000,16200.00,104,398
University of South Florida-St Petersburg,FL,Southern Association of Colleges and Schools Commission on Colleges,0,3,1,11,9,12,0.4016,7892,9874,12788,16887,18077,0.447983,0.545395,0.594540,36800.00,930,10002
Triangle Tech Inc-Bethlehem,PA,Accrediting Commission of Career Schools and Colleges,0,2,3,13,4,1,0.7739,,,,,,0.401099,,,35700.00,37,355
Arizona State University-Downtown Phoenix,AZ,Higher Learning Commission,0,3,1,11,13,15,0.4852,7551,9705,14899,18646,19759,0.457477,0.543878,0.642769,38300.00,1505,15223
Milan Institute-Fresno,CA,Council on Occupational Education,0,1,3,11,-2,-2,0.7385,,,,,,0.180879,0.337553,0.466667,16400.00,232,833
Branford Hall Career Institute-Albany Campus,NY,,0,1,3,13,-2,-2,0.4419,,,,,,0.238574,0.384690,0.540052,25700.00,1080,4581
Harris School of Business-Linwood Campus,NJ,Accrediting Council for Independent Colleges and Schools,0,1,3,22,-2,-2,0.3851,,,,,,0.140334,0.271186,0.495050,20800.00,439,1899
Strayer University-Florida,FL,Middle States Commission on Higher Education,0,3,3,21,5,9,0.7082,,,,,,0.127116,0.240113,0.409153,33100.00,2856,16069
Pima Medical Institute-Renton,WA,Accrediting Bureau of Health Education Schools,0,1,3,12,4,2,0.5945,,,,,,0.358655,0.530829,0.661552,26700.00,1767,8268
College of Business and Technology-Main Campus,FL,Accrediting Council for Independent Colleges and Schools,0,1,3,21,4,1,0.9847,,,,,,0.376675,,,21600.00,202,1063
College of Business and Technology-Hialeah,FL,Accrediting Council for Independent Colleges and Schools,0,1,3,21,4,1,1.0000,,,,,,0.376675,,,21600.00,202,1063
Platt College-Miller-Motte-Cary,NC,,0,1,3,21,3,1,0.5481,,,,,,0.113800,0.267231,0.431373,20800.00,274,1303
Dewey University-Juana Diaz,PR,Accrediting Bureau of Health Education Schools,0,3,2,23,10,6,0.0916,,,,,,,,,14800.00,2716,3604
The College of Health Care Professions-San Antonio,TX,Accrediting Bureau of Health Education Schools,0,1,3,11,4,1,0.6619,,,,,,0.250190,0.395137,0.480519,25400.00,255,1328
Brittany Beauty Academy,NY,National Accrediting Commission of Career Arts and Sciences,0,1,3,11,-2,-2,0.5369,,,,,,0.311721,0.553846,0.709091,14800.00,140,415
Lincoln Technical Institute-Whitestone,NY,Accrediting Commission of Career Schools and Colleges,0,1,3,11,-2,-2,0.7285,,,,,,0.284814,0.489213,0.661538,29200.00,436,2880
American Public University System,WV,Higher Learning Commission,1,3,3,31,5,15,0.2341,,,,,,0.132086,0.365736,0.529590,43800.00,427,2068
Huntsville Bible College,AL,Association for Bibical Higher Educaiton,1,2,2,12,5,6,0.8814,,,,,,,,,,,
Beaumont Adult School,CA,Council on Occupational Education,1,1,1,21,-2,-2,0.7455,22842,22827,27486,26434,,0.209877,,,37500.00,,
Make-up Designory,CA,Accrediting Commission of Career Schools and Colleges,1,1,3,12,-2,-2,0.2327,,,,,,0.582329,0.758333,0.792793,21300.00,,
Gnomon,CA,Accrediting Commission of Career Schools and Colleges,1,1,3,11,-2,-2,0.3275,,,,,,0.620690,,,,,
Coachella Valley Beauty College,CA,National Accrediting Commission of Career Arts and Sciences,1,1,3,21,-2,-2,0.6632,,,,,,0.636364,,,15800.00,,
